cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any
29313508,14337822,41850626,23193956,17883268,43627547,33292950,34188381,2266161,3090948,34680208,80659658
29899112,16030536,42334402,23282399,17359253,46007349,31550101,34146231,2611427,3264162,35742431,86480990
14212258,6736993,20817639,11490415,8856465,30872705,14041298,15837239,1637807,1933974,15879497,38488291
17200895,7211361,24456886,13424861,10248837,36426188,18714068,18944313,1862971,2211581,19592440,49661940
18821046,12669035,26840449,15324955,10280681,34256632,17808287,19975277,2196927,2362691,22402615,53153690
5132092,2241990,6180109,3171256,1803649,9947056,3729766,4088165,385454,522111,6606478,15511014
2168007,1184913,2745711,2030206,733855,7624964,1155493,1426277,440871,467288,1812568,5033954
4610456,2530900,6656874,4163352,2140880,14051595,4539625,4288950,819407,980203,6141412,12773756
1786741,971275,2450750,1694871,601648,6578284,1135418,951046,264376,368874,941403,1890397
37603138,23112817,58124331,29241755,24657717,53946519,45767834,47755717,2894288,3674799,51021946,119912089
27597404,15986992,37352286,22220112,18634522,42043725,27453065,27855802,2486928,3269999,37556825,85643291
19559046,12074743,26181186,14167881,10191244,38076270,19783924,15851642,1973606,2687650,21609456,56885449
4898365,2517528,6291904,4090757,2276662,14641983,3097739,2993138,766668,978888,5235573,13435366
15370611,7935837,21841411,12172916,7373567,26989228,13865036,14167797,1438889,1622402,15403758,42701682
20063576,13396330,32909813,16674900,11455765,37851591,19511330,20235540,2271435,2843960,25588793,61766610
19033876,6153083,24155425,15475437,11538304,42482570,19753694,18793590,2401873,2956878,22690144,45762015
38858112,18159671,50809646,28671753,22306591,62761374,40164227,40196194,3117074,3887517,48069612,119437774
